,Localisation
 b_burghausen,"""Burghausen"""
 c_falkenstein,"""Falkenstein"""
 b_falkenstein,"""Falkenstein"""
 b_marquardstein,"""Marquardstein"""
 c_ingolstadt,"""Ingolstadt"""
 b_ingolstadt,"""Ingolstadt"""
 b_munchsmunster,"1 ""Münchsmünster"""
 b_niederschonenfeld,"""Niederschönenfeld"""
 c_passau,"""Passau"""
 b_passau,"""Passau"""
 b_waldkirchen,"""Waldkirchen"""
 b_scharding,"""Schärding"""
 b_deggendorf,"""Deggendorf"""
 d_nordgau,"""Nordgau"""
 c_eichstadt,"1 ""Eichstätt"""
 b_eichtstad,"""Eichstadt"""
 b_hirschberg,"""Hirschberg"""
 b_neue_weissenburg,"""Neue Weissenburg"""
 c_leuchtenburg,"""Leuchtenburg"""
 b_leuchtenburg,"""Leuchtenburg"""
 b_kulmbach,"""Kulmbach"""
 b_bayreuth,"""Bayreuth"""
 c_parsberg,"""Parsberg"""
 b_parsberg,"""Parsberg"""
 b_lengenfeld,"""Lengenfeld"""
 b_sulzbach,"""Sulzbach"""
 b_neumarkt,"""Neumarkt"""
 c_hohenburg,"""Hohenburg"""
 b_hohenburg,"""Hohenburg"""
 b_cham,"""Cham"""
 b_wenzenbach,"""Wenzenbach"""
 d_salzburg,"""Salzburg"""
 c_salzburg,"""Salzburg"""
 b_salzburg,"""Salzburg"""
 b_braunau,"""Braunau"""
 b_traunstein,"""Traunstein"""
 b_hallein,"""Hallein"""
 b_laufen,"""Laufen"""
 c_berchtesgaden,"""Berchtesgaden"""
 b_berchtesgaden,"""Berchtesgaden"""
 b_laukental,"1 ""Leukental"""
 b_kitzbuhel,"""Kitzbühel"""
 c_hallstatt,"""Hallstatt"""
 b_hallstatt,"""Hallstatt"""
 b_liezen,"""Liezen"""
 b_wels,"""Wels"""
 c_linz,"""Linz"""
 b_linz,"""Linz"""
 b_steyr,"""Steyr"""
 b_leonfelden,"""Leonfelden"""
 c_schaumberg,"""Schaumberg"""
 b_schaumberg,"""Schaumberg"""
 b_strasswalchen,"""Strasswalchen"""
 b_ried,"""Ried"""
 d_augsburg,"""Augsburg"""
 c_augsburg,"""Augsburg"""
 b_augsburg,"""Augsburg"""
 b_friedberg,"""Friedberg"""
 b_lechrain,"""Lechrain"""
 b_kaufbeuren,"""Kaufbeuren"""
 c_alpsee,"""Alpsee"""
 b_schongau,"""Schongau"""
 b_peiting,"""Peiting"""
 b_hohenschwangau,"""Hohenschwangau"""
 c_kempten,"""Kempten"""
 b_kempten,"""Kempten"""
 b_marsetten,"""Marsetten"""
 b_memmingen,"""Memmingen"""
 c_ravensburg,"""Ravensburg"""
 b_ravensburg,"""Ravensburg"""
 b_bregenz,"""Bregenz"""
 c_burgau,"""Burgau"""
 b_burgau,"""Burgau"""
 b_kirchberg,"""Kirchenberg"""
 d_steyermark,"""Steyermark"""
 c_graz,"""Graz"""
 b_graz,"""Graz"""
 b_koflach,"1 ""Köflach"""
 b_kapfenberg,"""Kapfenberg"""
 b_leoben,"""Leoben"""
 b_feldbach,"""Feldbach"""
 c_pitten,"""Pitten"""
 b_pitten,"""Pitten"""
 b_oberwart,"""Oberwart"""
 c_liebnitz,"""Leibnitz"""
 b_liebnitz,"""Liebnitz"""
 b_maribor,"""Maribor"""
 b_windische_buhel,"""Windische Buhel"""
 c_murzzuschlag,"""Mürzzuschlag"""
 b_murzzuschlag,"1 ""Mürzzuschlag"""
 b_ostfurstenfeld,"1 ""Fürstenfeld"""
 d_osterreich,"""Austria"""
 c_vienna,"""Wien"""
 b_vienna,"""Wien"""
 b_ernstbrunn,"""Ernstbrunn"""
 b_floridsdorf,"""Floridsdorf"""
 b_padun,"""Padun"""
 b_bruck,"""Bruck"""
 c_hohenau,"""Hohenau"""
 b_hohenau,"""Hohenau"""
 b_laa,"""Laa"""
 b_mistelbach,"""Mistelbach"""
 c_sankt_polten,"""Sankt Pölten"""
 b_sankt_polten,"""Sankt Pölten"""
 b_mariazell,"""Mariazell"""
 b_wieselburg,"""Wieselburg"""
 c_freistadt,"""Freistadt"""
 b_freistadt,"""Freistadt"""
 b_spitz,"""Spitz"""
 b_zwettl,"""Zwettl"""
 b_gmund,"""Gmünd"""
 c_amstetten,"""Amstetten"""
 b_amstetten,"""Amstetten"""
 b_waidhofen,"""Waidhofen"""
 c_krems,"""Krems"""
 b_krems,"""Krems"""
 b_wild,"1 ""Raabs"""
 b_horn,"""Horn"""
 b_haugsdorf,"""Haugsdorf"""
 d_tyrol,"""Tyrol"""
 c_innsbruck,"""Innsbruck"""
 b_innsbruck,"""Innsbruck"""
 b_bozen,"1 ""Meran"""
 b_kufstein,"""Kufstein"""
 c_brixen,"""Brixen"""
 b_brixen,"""Brixen"""
 b_bruneck,"""Bruneck"""
 c_lienz,"""Lienz"""
 b_lienz,"""Lienz"""
 b_obervallach,"""Obervellach"""
 b_matrei,"""Matrei"""
 d_carinthia,"""Carinthia"""
 c_karnten,"""Kärnten"""
 b_klagenfurt,"""Klagenfurt"""
 b_sankt_veit,"""Sankt Veit"""
 b_wolfsberg,"""Wolfsberg"""
 c_kammersberg,"""Kammersberg"""
 b_kammersberg,"""Kammersberg"""
 b_murau,"""Murau"""
 b_irdning,"""Irdning"""
 b_tamsweg,"""Tamsweg"""
 c_knittelfeld,"""Knittelfeld"""
 b_knittelfeld,"""Knittelfeld"""
 b_judenburg,"""Judenburg"""
 b_admont,"""Admont"""
 c_villach,"""Villach"""
 b_villach,"""Villach"""
 b_feldkirchen,"""Feldkirchen"""
 b_spittal,"""Spittal"""
 d_krain,"""Krain"""
 c_kranj,"""Kranj"""
 b_kranj,"""Kranj"""
 b_krsko,"""Krsko"""
 b_kamnik,"""Kamnik"""
 c_ljubljana,"""Ljubljana"""
 b_ljubljana,"""Ljubljana"""
 b_dobovec,"""Dobovec"""
 b_rudolfswerde,"""Rudolfswerde"""
 b_ribnica,"""Ribnica"""
 d_istria,"""Istria"""
 c_pula,"""Pula"""
 b_pula,"""Pula"""
 b_piran,"""Piran"""
 b_pazin,"""Pazin"""
 b_labin,"""Labin"""
 k_east_francia,"""East Francia"""
 d_west_franconia,"""West Franconia"""
 c_frankfurt,"""Frankfurt"""
 b_frankfurt,"""Frankfurt"""
 b_limburg,"""Limburg"""
 b_russelsheim,"""Russelsheim"""
 b_hanau,"""Hanau"""
 b_kronberg,"""Kronberg"""
 c_mainz,"""Mainz"""
 b_mainz,"""Mainz"""
 b_wiesbaden,"""Wiesbaden"""
 b_katzenelnbogen,"""Katzenelnbogen"""
 b_boppard,"""Boppard"""
 c_klingenberg,"""Klingenberg"""
 b_klingenberg,"""Klingenberg"""
 b_gelnhausen,"""Gelnhausen"""
 b_rieneck,"""Rieneck"""
 c_erbach,"""Erbach"""
 b_erbach,"""Erbach"""
 b_seligenstadt,"""Seligenstadt"""
 b_weinheim,"""Weinheim"""
 c_worms,"""Worms"""
 b_worms,"""Worms"""
 b_besensheim,"""Besensheim"""
 c_speyer,"""Speyer"""
 b_speyer,"""Speyer"""
 b_hockenheim,"""Hockenheim"""
 b_heidelberg,"""Heidelberg"""
 b_weissenburg,"""Weissenburg"""
 b_pirmasens,"""Pirmasens"""
 c_vaihingen,"""Vaihingen"""
 b_vaihingen,"""Vaihingen"""
 b_heilbronn,"""Heilbronn"""
 b_lowenstein,"""Löwenstein"""
 c_durne,"""Durne"""
 b_durne,"""Durne"""
 b_mosbach,"""Mosbach"""
 b_wertheim,"""Wertheim"""
 c_kaiserslautern,"""Kaiserslautern"""
 b_kaiserslautern,"1 ""Lautern"""
 b_letningen,"""Letningen"""
 b_kreusnach,"""Kreusnach"""
 b_rockenhausen,"""Rockenhausen"""
 b_veldenz,"""Veldenz"""
 d_east_franconia,"""East Franconia"""
 c_wurzburg,"""Würzburg"""
 b_wurzburg,"""Würzburg"""
 b_hochberg,"""Hochberg"""
 b_hammelburg,"""Hammelburg"""
 c_ansbach,"""Ansbach"""
 b_ansbach,"""Ansbach"""
 b_uffenheim,"""Uffenheim"""
 b_trubending,"""Trubending"""
 c_coburg,"""Coburg"""
 b_coburg,"""Coburg"""
 b_lichtenfels,"""Lichtenfels"""
 c_hohenlohe,"""Hohenlohe"""
 b_mergentheim,"""Mergentheim"""
 b_weinsberg,"""Weinsberg"""
 b_hall,"""Hall"""
 c_nurnberg,"""Nürnberg"""
 b_nurnberg,"""Nürnberg"""
 b_riedfeld,"""Riedfeld"""
 b_abenberg,"""Abenberg"""
 c_bamberg,"""Bamberg"""
 b_bamberg,"""Bamberg"""
 b_greiffenst,"""Greiffenst"""
 b_casel,"""Casel"""
 b_iphofen,"""Iphofen"""
 c_nordlingen,"""Nördlingen"""
 b_nordlingen,"""Nordlingen"""
 b_dillingen,"""Dillingen"""
 b_crailsheim,"""Crailsheim"""
 c_wiltberg,"""Wiltberg"""
 b_wiltberg,"""Wiltberg"""
 b_schweinfurt,"""Schweinfurt"""
 b_henneberg,"""Henneberg"""
 d_hesse,"""Hesse"""
 c_kassel,"""Kassel"""
 b_kassel,"""Kassel"""
 b_ziegenhain,"""Ziegenhain"""
 b_hofgeismar,"""Hofgeismar"""
 b_munden,"""Munden"""
 c_fulda,"""Fulda"""
 b_fulda,"""Fulda"""
 b_hersfeld,"""Hersfeld"""
 b_lauterbach,"""Lauterbach"""
 c_nassau,"""Nassau"""
 b_siegen,"""Siegen"""
 b_solms,"""Solms"""
 b_diez,"""Diez"""
 c_marburg,"""Marburg"""
 b_marburg,"""Marburg"""
 b_nidda,"""Nidda"""
 b_budingen,"""Budingen"""
 b_wetzlar,"""Wetzlar"""
 d_currezia,"""Currezia"""
 c_grisons,"""Grisons"""
 b_chur,"""Chur"""
 b_farduzes,"""Farduzes"""
 b_vares,"""Vares"""
 b_werdenburg,"""Werdenburg"""
 c_sankt_gallen,"""Sankt Gallen"""
 b_sankt_gallen,"""Sankt Gallen"""
 b_konstanz,"""Konstanz"""
 c_zurich,"""Zürich"""
 b_zurich,"""Zürich"""
 b_schwyz,"""Schwyz"""
 b_engelberg,"""Engelberg"""
 b_basel,"""Basel"""
 d_alsace,"""Alsace"""
 c_strassburg,"""Strassburg"""
 b_strassburg,"""Strassburg"""
 b_haguenau,"""Hagenau"""
 b_lichtberg,"""Lichtberg"""
 c_breisgau,"""Breisgau"""
 b_freiburg,"""Freiburg"""
 b_sankt_blasien,"""Sankt Blasien"""
 b_offenburg,"""Offenburg"""
 b_geroldseck,"""Geroldseck"""
 c_colmar,"""Colmar"""
 b_colmar,"""Colmar"""
 b_selestat,"1 ""Schlettstadt"""
 c_sundgau,"""Sundgau"""
 b_montbelliard,"1 ""Montbéliard"""
 b_mulhouse,"""Mulhouse"""
 b_ferrette,"""Ferrette"""
 b_porrentruy,"""Porrentruy"""
 d_swabia,"""Swabia"""
 c_ulm,"""Ulm"""
 b_ulm,"""Ulm"""
 b_hellenenstein,"1 ""Hellenstein"""
 b_helfenstein,"""Helfenstein"""
 b_schelklingen,"""Schelklingen"""
 c_grunningen,"""Grünningen"""
 b_grunningen,"""Grünningen"""
 b_sigmaringen,"""Sigmaringen"""
 b_berge,"""Berge"""
 b_heiligenberg,"""Heiligenberg"""
 c_wurttemberg,"""Württemberg"""
 b_wurttemberg,"1 ""Stuttgart"""
 b_tubingen,"""Tübingen"""
 b_teck,"""Teck"""
 c_baden,"""Baden"""
 b_baden,"""Baden"""
 b_sulz,"""Sulz"""
 b_calw,"""Calw"""
 c_zollern,"""Zollern"""
 b_zollern,"""Zollern"""
 b_vehringen,"""Vehringen"""
 b_reutlingen,"""Reutlingen"""
 c_hohenberg,"""Hohenberg"""
 b_hohenberg,"""Hohenberg"""
 b_rottweil,"""Rottweil"""
 c_furstenberg,"""Furstenberg"""
 b_furstenberg,"""Fürstenberg"""
 b_lupfen,"""Lupfen"""
 b_clettgau,"""Clettgau"""
 b_nellenburg,"""Nellenburg"""
 k_bohemia,"""Bohemia"""
 d_bohemia,"""Bohemia"""
 c_praha,"""Praha"""
 b_praha,"""Prague"""
 b_vysehrad,"""Vyšehrad"""
 b_beroun,"""Beroun"""
 b_melnik,"""Mělník"""
 b_slany,"""Slaný"""
 b_milevsko,"""Milevsko"""
 c_litomerice,"""Litoměřice"""
 b_litomerice,"""Litoměřice"""
 b_bilina,"""Bílina"""
 b_decin,"""Děčín"""
 b_zitava,"""Žitava"""
 c_zatec,"""Žatec"""
 b_zatec,"""Žatec"""
 b_kadan,"""Kadaň"""
 b_sedlec,"""Sedlec"""
 b_loket,"""Loket"""
 c_plzen,"""Plzeň"""
 b_plzen,"""Plzeň"""
 b_stribro,"""Stříbro"""
 b_primda,"""Přimda"""
 b_domazlice,"""Domažlice"""
 b_prachen,"""Prácheň"""
 b_pisek,"""Písek"""
 c_doudleby,"""Doudleby"""
 b_doudleby,"""Doudleby"""
 b_netolice,"""Netolice"""
 b_rozmberk,"""Rožmberk"""
 b_krumlov,"""Krumlov"""
 b_chynov,"""Chýnov"""
 b_bechyne,"""Bechyně"""
 c_boleslav,"""Boleslav"""
 b_boleslav,"""Boleslav"""
 b_bezdez,"""Bezděz"""
 c_hradec,"""Hradec"""
 b_hradec,"""Hradec"""
 b_dvur-chvojno,"""Dvůr-Chvojno"""
 b_jaromer,"""Jaroměř"""
 b_kladzko,"""Kladzko"""
 c_caslav,"""Čáslav"""
 b_caslav,"""Čáslav"""
 b_vraclav,"""Vraclav"""
 b_chrudim,"""Chrudim"""
 d_moravia,"""Moravia"""
 c_olomouc,"""Olomouc"""
 b_olomouc,"""Olomouc"""
 b_unicov,"""Uničov"""
 b_kromeriz,"""Kroměříž"""
 c_opava,"""Opava"""
 b_opava,"""Opava"""
 b_hradec-nad-moravici,"""Hradec nad Moravicí"""
 c_prerov,"""Přerov"""
 b_prerov,"""Přerov"""
 b_spytihnev,"""Spytihněv"""
 b_hodonin,"""Hodonín"""
 b_veseli,"""Veseli"""
 c_brno,"""Brno"""
 b_brno,"""Brno"""
 b_ivancice,"""Ivančice"""
 b_zdar,"""Žďár"""
 c_jihlava,"""Jihlava"""
 b_jihlava,"""Jihlava"""
 b_telcz,"""Telcz"""
 c_znojmo,"""Znojmo"""
 b_znojmo,"""Znojmo"""
 b_bitov,"""Bítov"""
 b_breclav,"""Břeclav"""
 b_mikulov,"""Mikulov"""
 e_roman_empire,"""Roman Empire"""
 e_byzantium,"""Byzantine Empire"""
 k_saruhan,"""Saruhan"""
 k_trinacria,"""Trinacria"""
 k_tekke,"""Tekke"""
 k_trebizond,"""Trebizond"""
 k_ottoman,"""Ottoman Turks"""
 k_rum,"""Rum"""
 k_mentese,"""Mentese"""
 k_karaman,"""Karaman"""
 k_germiyan,"""Germiyan"""
 k_eretnid,"""Eretnid"""
 k_aydin,"""Aydin"""
 k_candar,"""Candar"""
 k_thessalonika,"""Thessalonika"""
 d_thrace,"""Thrace"""
 c_byzantion,"""Byzantion"""
 b_constantinople,"""Constantinople"""
 c_kalliopolis,"""Kalliopolis"""
 b_kalliopolis,"""Kalliopolis"""
 b_ainos,"""Ainos"""
 b_kypsela,"""Kypsela"""
 b_raidestos,"""Raidestos"""
 b_chariopolis,"""Chariopolis"""
 c_brysis,"""Brysis"""
 b_brysis,"""Brysis"""
 b_arkadiopolis,"""Arkadiopolis"""
 b_selymbria,"""Selymbria"""
 b_herakleiaperinthos,"""Herakleia Perinthos"""
 b_bizye,"""Bizye"""
 b_salmydessus,"""Salmydessus"""
 d_strymon,"""Strymon"""
 c_mosynopolis,"""Mosynopolis"""
 b_mosynopolis,"""Mosynopolis"""
 b_xanthia,"""Xanthia"""
 b_traianopolis,"""Traianopolis"""
 b_thasos,"""Thasos"""
 b_rodopi,"""Rodopi"""
 c_serres,"""Serres"""
 b_serres,"""Serres"""
 b_siderokastron,"""Siderokastron"""
 b_drama,"""Drama"""
 b_kavala,"""Kavala"""
 b_chrysopolis,"""Chrysopolis"""
 d_aegean_islands,"""Aegean Islands"""
 c_naxos,"""Naxos"""
 b_naxos,"""Naxos"""
 b_thera,"""Thera"""
 b_andros,"""Andros"""
 b_tinos,"""Tinos"""
 c_abydos,"""Abydos"""
 b_abydos,"""Abydos"""
 b_lampsakos,"""Lampsakos"""
 b_ilion,"""Ilion"""
 b_alexandriatroas,"""Alexandria Troas"""
 b_pagaea,"""Pagaea"""
 c_lesbos,"""Lesbos"""
 b_mytilene,"""Mytilene"""
 b_lemnos,"""Lemnos"""
 b_skyros,"""Skyros"""
 c_chios,"""Chios"""
 b_chios,"""Chios"""
 b_samos,"""Samos"""
 c_rhodos,"""Rhodos"""
 b_rhodos,"""Rhodos"""
 b_kos,"""Kos"""
 b_lindos,"""Lindos"""
 b_karpathos,"""Karpathos"""
 d_thessalonika,"""Thessalonika"""
 c_thessalonika,"""Thessalonika"""
 b_thessaloniki,"""Thessaloniki"""
 b_gynaikokastron,"""Gynaikokastron"""
 b_langades,"""Langades"""
 b_mavrouda,"""Mavrouda"""
 c_chalkidike,"""Chalkidike"""
 b_polygyros,"""Polygyros"""
 b_rendina,"""Rendina"""
 b_kassandreia,"""Kassandreia"""
 b_ierrisos,"""Ierrisos"""
 c_veria,"""Veria"""
 b_veria,"""Veria"""
 b_maglen,"""Maglen"""
 b_sthlanitza,"""Sthlanitza"""
 b_voden,"""Voden"""
 b_kalyvia,"""Kalyvia"""
 d_thessaly,"""Thessali"""
 c_thessalia,"""Thessalia"""
 b_larissa,"""Larissa"""
 b_platamon,"""Platamon"""
 b_servia,"""Servia"""
 b_elasson,"""Elasson"""
 c_demetrias,"""Demetrias"""
 b_demetrias,"""Demetrias"""
 b_velestino,"""Velestino"""
 b_halmyros,"""Halmyros"""
 c_neopatras,"""Neopatras"""
 b_neopatras,"""Neopatras"""
 b_domokos,"""Domokos"""
 b_gardikia,"""Gardikia"""
 b_zetouni,"""Zetouni"""
 c_thessaliotis,"""Thessaliotis"""
 b_trikala,"""Trikala"""
 b_grevena,"""Grevena"""
 b_stagoi,"""Stagoi"""
 b_pharsalos,"""Pharsalos"""
 k_epirus,"""Epirus"""
 d_epirus,"""Epirus"""
 c_nicopolis,"""Nicpolis"""
 b_arta,"""Arta"""
 b_sivista,"""Sivista"""
 b_angelokastron,"""Angelokastron"""
 b_vonitsa,"""Vonitsa"""
 c_epeiros,"""Epeiros"""
 b_ioaninna,"""Ioannina"""
 b_konitsa,"""Konitsa"""
 b_vella,"""Vella"""
 b_grava,"""Grava"""
 c_aetolia,"""Aetolia"""
 b_naupaktos,"""Naupaktos"""
 b_prousos,"""Prousos"""
 b_lidoriki,"""Lidoriki"""
 c_metzovo,"""Metzovo"""
 b_metzovo,"""Metzovo"""
 b_gardiki,"""Gardiki"""
 b_vrestenitsa,"""Vrestenitsa"""
 b_agrafa,"""Agrafa"""
 d_dyrrachion,"""Dyrrachion"""
 c_dyrrachion,"""Dyrrachion"""
 b_dyracchion,"""Dyrrachion"""
 b_savra,"""Savra"""
 c_arbanon,"""Arbanon"""
 b_kruje,"""Krujë"""
 b_mat,"""Mat"""
 b_lezhe,"""Lezhë"""
 b_hiskampis,"""Hiskampis"""
 c_debar,"""Debar"""
 b_debar,"""Debar"""
 b_peshkopi,"""Peshkopi"""
 b_kukes,"""Kukes"""
 c_antipatreia,"""Antipatreia"""
 b_antipatreia,"""Antipatreia"""
 b_skrapar,"""Skrapar"""
 b_argyrokastron,"""Argyrokastron"""
 b_kelycyre,"""Këlcyrë"""
 b_valamara,"""Valamara"""
 c_avlonas,"""Avlonas"""
 b_avlonas,"""Avlonas"""
 b_himara,"""Himara"""
 d_cephalonia,"""Cephalonia"""
 c_cephalonia,"""Cephalonia"""
 b_cephalonia,"""Cephalonia"""
 b_zakynthos,"""Zakynthos"""
 c_buthrotum,"""Buthrotum"""
 b_buthrotum,"""Buthrotum"""
 b_corfu,"""Corfu"""
 k_hellas,"""Hellas"""
 d_athens,"""Athens"""
 c_attica,"""Attica"""
 b_athens,"""Athens"""
 b_thebeshellas,"""Thebes"""
 b_megara,"""Megara"""
 c_boeotia,"""Boeotia"""
 b_levadia,"""Levadia"""
 b_boudounitsa,"""Boudounitsa"""
 b_amfissa,"""Amfissa"""
 c_euboea,"""Euboea"""
 b_chalkis,"""Chalkis"""
 b_skopelos,"""Skopelos"""
 b_oreoi,"""Oreoi"""
 d_achaia,"""Achaia"""
 c_achaia,"""Achaia"""
 b_patras,"""Patras"""
 b_vostitsa,"""Vostitsa"""
 b_andravida,"""Andravida"""
 b_kalavryta,"""Kalavryta"""
 c_korinthos,"""Korinthos"""
 b_corinth,"""Corinth"""
 b_nikli,"""Nikli"""
 b_argos,"""Argos"""
 b_damala,"""Damala"""
 c_messenia,"""Messenia"""
 b_karytaina,"""Karytaina"""
 b_arcadia,"""Arcadia"""
 b_kalamata,"""Kalamata"""
 b_modon,"""Modon"""
 c_laconia,"""Laconia"""
 b_mistra,"""Mistra"""
 b_monemvasia,"""Monemvasia"""
 b_lacedaemonia,"""Lacedaemonia"""
 k_krete,"""Krete"""
 d_krete,"""Krete"""
 c_chandax,"""Chandax"""
 b_iraklio,"""Iraklio"""
 b_agiosnikolaos,"""Agios Nikolaos"""
 b_ierapetra,"""Ierapetra"""
 c_chania,"""Chania"""
 b_chania,"""Chania"""
 b_rethymno,"""Rethymno"""
 b_paleohora,"""Paleohora"""
 k_croatia,"""Croatia"""
 d_dalmatia,"""Dalmatia"""
 c_zadar,"""Zadar"""
 b_zadar,"""Zadar"""
 b_nin,"""Nin"""
 b_biograd,"""Biograd"""
 b_obrovac,"""Obrovac"""
 c_knin,"""Knin"""
 b_knin,"""Knin"""
 b_bribir,"""Bribir"""
 b_sibenik,"""Šibenik"""
 c_cetina,"""Cetina"""
 b_sinjcroat,"""Sinjcroat"""
 b_split,"""Split"""
 b_solin,"""Solin"""
 d_croatia,"""Croatia"""
 c_gacka,"""Gacka"""
 b_senj,"""Senj"""
 b_brinje,"""Brinje"""
 b_rijeka,"""Rijeka"""
 c_lika,"""Lika"""
 b_kaseg,"""Kaseg"""
 b_bag,"""Bag"""
 b_udbina,"""Udbina"""
 b_dreznik,"""Drežnik"""
 c_cherso,"""Charso"""
 b_cres,"""Cres"""
 b_krk,"""Krk"""
 c_modrus,"""Modruš"""
 b_modrus,"""Modruš"""
 b_okic,"""Okic"""
 b_dubovac,"""Dubovac"""
 b_topusko,"""Topusko"""
 d_slavonia,"""Slavonia"""
 c_zagreb,"""Zagreb"""
 b_zagreb,"""Zagreb"""
 b_cazma,"""Cazma"""
 b_samobor,"""Samobor"""
 b_sisak,"""Sisak"""
 c_zagorje,"""Zagorje"""
 b_krapina,"""Krapina"""
 b_garestin,"""Garestin"""
 b_krizevci,"""Krizevci"""
 b_koprivnica,"""Koprivnica"""
 b_verevce,"""Verevce"""
 c_pozega,"""Požega"""
 b_pozega,"""Požega"""
 b_kutina,"""Kutina"""
 b_brod,"""Brod"""
 c_vukovar,"""Vukovár"""
 b_vakovo,"""Vakovo"""
 b_osijek,"""Osijek"""
 b_orahovica,"""Orahovica"""
 d_bosna,"1 ""Bosnia"""
 c_rama,"""Rama"""
 b_visoki,"""Visoki"""
 b_prozor,"""Prozor"""
 b_vranduk,"""Vranduk"""
 b_bobovac,"""Bobovac"""
 b_travnik,"""Travnik"""
 c_donjikraji,"""Donji Kraji"""
 b_jajce,"""Jajce"""
 b_kljucnasani,"""Ključ na Sani"""
 b_greben,"""Greben"""
 b_kotorvaros,"""Kotor Varoš"""
 b_sokol,"""Sokol"""
 c_vhrbosna,"""Vhrbosna"""
 b_vhrbosna,"""Vhrbosna"""
 b_olovo,"""Olovo"""
 b_kuclat,"""Kuclat"""
 b_srebrenica,"""Srebrenica"""
 b_rogatica,"""Rogatica"""
 c_vodica,"1 ""Krajina"""
 b_vodicevo,"""Vodičevo"""
 b_dubica,"""Dubica"""
 c_vrbas,"""Vrbas"""
 b_banjaluka,"""Banja Luka"""
 b_gradiska,"""Gradiška"""
 b_glaz,"""Glaž"""
 c_usora,"""Usora"""
 b_srebrenik,"""Srebrenik"""
 b_usora,"1 ""Doboj"""
 b_maglaj,"""Maglaj"""
 b_tolisa,"""Tolisa"""
 c_soli,"""Soli"""
 b_soli,"""Soli"""
 b_bijeljina,"""Bijeljina"""
 b_zvornik,"""Zvornik"""
 c_pset,"""Pset"""
 b_bihac,"""Bihac"""
 b_krupa,"""Krupa"""
 b_pset,"""Pset"""
 d_usora,"1 ""Zachlumia"""
 c_zachlumia,"""Zachlumia"""
 b_blagaj,"""Blagaj"""
 b_konjic,"""Konjic"""
 b_obalj,"""Obalj"""
 b_gacko,"""Gacko"""
 b_nevesinje,"""Nevesinje"""
 b_drijeva,"""Drijeva"""
 b_kljuc,"""Kljuc"""
 b_mostar,"""Mostar"""
 c_zavrsje,"""Završje"""
 b_hlivno,"""Hlivno"""
 b_glamoc,"""Glamoč"""
 b_duvno,"""Duvno"""
 b_imotski,"""Imotski"""
 c_pagania,"""Paganija"""
 b_mokro,"""Mokro"""
 b_omis,"""Omiš"""
 b_hvar,"""Hvar"""
 d_ragusa,"""Dubrovnik"""
 c_ragusa,"""Ragusa"""
 b_ragusa,"""Ragusa"""
 b_ston,"""Ston"""
 k_serbia,"""Serbia"""
 d_rashka,"""Rashka"""
 c_rashka,"""Rashka"""
 b_novotrgoviste,"""Novo Trgovište"""
 b_sjenica,"""Sjenica"""
 b_budlimlje,"""Budlimlje"""
 b_zica,"""Žica"""
 b_gradac,"""Gradac"""
 b_arilje,"""Arilje"""
 b_rujno,"""Rujno"""
 c_sumadija,"""Šumadija"""
 b_krusevac,"""Kruševac"""
 b_koznik,"""Koznik"""
 b_prokuplje,"""Prokuplje"""
 c_podrinje,"""Podrinje"""
 b_hotca,"""Hotca"""
 b_prijepolje,"""Prijepolje"""
 b_breznica,"""Brežnica"""
 b_brskovo,"""Brskovo"""
 b_visegrad,"""Višegrad"""
 b_gorazde,"""Goražde"""
 c_hvosno,"""Hvosno"""
 b_pristina,"""Priština"""
 b_prizren,"""Prizren"""
 b_pec,"""Pec"""
 b_zvecan,"""Zvecan"""
 b_podujevo,"""Podujevo"""
 d_macva,"""Mačva"""
 c_macva,"""Mačva"""
 b_macva,"""Macva"""
 b_debrc,"""Debrc"""
 b_krupanj,"""Krupanj"""
 b_uzice,"""Užice"""
 c_beograd,"""Beograd"""
 b_beograd,"""Beograd"""
 b_smederevo,"""Smederevo"""
 b_rudnik,"""Rudnik"""
 b_kragujevac,"""Kragujevac"""
 d_duklja,"""Duklja"""
 c_duklja,"""Duklja"""
 b_ribnicapodgorica,"""Ribnica"""
 b_plav,"""Plav"""
 b_drivast,"""Drivast"""
 b_danj,"""Danj"""
 b_skadar,"""Skadar"""
 b_moraca,"""Moraca"""
 c_pomorje,"""Pomorje"""
 b_antivari,"""Bar"""
 b_ulcinj,"""Ulcinj"""
 b_cattaro,"""Kotor"""
 c_travunia,"""Travunija"""
 b_trebinje,"""Trebinje"""
 b_onogost,"""Onogošt"""
 b_risan,"""Risan"""
 k_bosnia,"""Bosnia"""
 k_bulgaria,"""Bulgaria"""
 d_vidin,"""Vidin"""
 c_vidin,"""Vidin"""
 b_vidin,"""Vidin"""
 b_kladovo,"""Kladovo"""
 b_zajecar,"""Zajecar"""
 b_petrus,"""Petrus"""
 b_belogradchik,"""Belogradchik"""
 c_branicevo,"""Braničevo"""
 b_branicevo,"""Branicevo"""
 b_kucevo,"""Kucevo"""
 b_ravno,"""Ravno"""
 d_turnovo,"""Moesia"""
 c_turnovo,"""Tarnovgrad"""
 b_turnovo,"""Tarnovgrad"""
 b_cherven,"""Cherven"""
 b_elena,"""Elena"""
 b_gabrovo,"""Gabrovo"""
 c_sredets,"""Sredets"""
 b_sredets,"""Sredets"""
 b_meldi,"""Meldi"""
 b_pernik,"""Pernik"""
 b_stipon,"""Stipon"""
 b_rila,"""Rila"""
